car_name,year,horsepower,mileage,fuel_type,transmission,owner_type,price
2152,0.17187156146179974,0.8757714535198341,-0.7057134635689609,1,1,0,9.65
813,-0.6291453734070791,-0.6811162464588489,-0.7056702658734884,4,0,0,3.48
2555,0.17187156146179974,0.07312067529841802,-0.705607454089261,1,1,0,6.92
2458,0.43887720641809275,-0.47981652747633535,-0.7056807734210357,4,0,2,6.46
582,-0.09513408349449333,2.092233299624292,-0.7056333727065444,1,0,2,29.5
944,-1.697167953232251,-0.20207387723463888,-0.7056504182836768,1,1,0,2.0
1267,-2.2311792431448367,0.6719236368286808,-0.7057765088542449,4,1,3,4.5
992,-0.6291453734070791,-0.09250567576314403,-0.7057671688119806,1,1,0,11.75
1494,-2.4981848881011297,-0.20207387723463888,-0.7060660501644387,4,1,0,1.3
1064,-0.6291453734070791,-0.8059730341821805,-0.7055313327448067,1,1,0,3.75
2687,0.7058828513743858,-0.43140267101218627,-0.7056557888079787,4,1,0,4.5
1116,0.43887720641809275,-0.4823646251849746,-0.7056457482625446,4,1,0,4.82
1127,-0.6291453734070791,-0.9588588967005455,-0.705599048051223,1,1,0,2.8
391,-0.3621397284507862,-0.8075018928073642,-0.7055243277131085,1,1,0,3.11
684,-1.430162308275958,0.2973532736586866,-0.7056504182836768,4,1,0,3.25
52,-0.8961510183633721,2.8632876662585787,-0.7056754028967338,1,0,2,13.9
2176,-1.430162308275958,-0.6811162464588489,-0.7055906420131851,4,1,0,2.25
965,0.43887720641809275,-0.6021252174910272,-0.7056247331674498,4,1,0,5.75
1500,-1.964173598188544,-0.20207387723463888,-0.7056690983682053,4,1,0,2.1
1116,0.43887720641809275,-0.4823646251849746,-0.7056504182836768,4,1,0,5.0
885,-0.09513408349449333,1.6019793004820677,-0.7057624987908485,1,1,0,16.5
863,0.9728884963306788,1.750533396895746,-0.705653220296356,1,0,0,39.58
749,-0.3621397284507862,-0.40235435713369694,-0.7055360027659389,1,1,0,5.5
2145,-0.09513408349449333,0.8757714535198341,-0.7057134635689609,1,1,0,8.1
991,0.17187156146179974,-0.17914099785688434,-0.7054636174383905,1,1,0,3.5
2770,-0.3621397284507862,-0.8085211318908198,-0.7055507133325052,1,1,0,2.79
424,-1.163156663319665,0.11134214092800926,-0.705687778452734,1,1,0,3.45
2307,0.43887720641809275,-0.9817917760783003,-0.7056247331674498,4,1,0,4.45
209,-1.163156663319665,-0.05428421013355279,-0.7057097275520552,4,1,0,2.65
149,-0.8961510183633721,-0.39827740079987395,-0.7055289977342406,1,1,2,3.8
2673,-0.09513408349449333,-0.5804663869675922,-0.7056340732097142,4,1,0,4.65
961,0.7058828513743858,-0.9843398737869395,-0.7056030175691853,4,1,0,3.95
290,-1.163156663319665,3.4595425300802023,-0.7057171995858667,1,0,0,9.8
860,-1.430162308275958,-0.6530871716638155,-0.7056690983682053,4,1,2,2.7
164,-1.163156663319665,-1.7997311405515528,-0.7057391486851877,4,1,0,2.41
1379,-0.09513408349449333,-0.6811162464588489,-0.7056525197931862,4,1,0,3.9
383,-0.8961510183633721,4.211231354128829,-0.7057218696069987,1,0,2,24.0
2145,-0.6291453734070791,0.8757714535198341,-0.7056924484738661,1,1,2,5.75
2170,-0.09513408349449333,0.5271916869779618,-0.7055448758060899,1,0,0,5.25
1685,0.7058828513743858,1.6784222317412503,-0.7058007929641322,1,0,0,19.25
1748,0.7058828513743858,-0.8314540112685747,-0.7057134635689609,4,1,0,3.91
939,-0.09513408349449333,-1.7360286978355672,-0.7054729574806547,4,1,0,2.15
1302,0.17187156146179974,2.1498203078395424,-0.7055362362669955,1,0,0,20.75
1287,-1.163156663319665,0.6209616826558925,-0.7057508237380181,4,1,0,3.35
612,-0.09513408349449333,-0.12817904368409602,-0.7057627322919051,1,1,0,11.11
516,-0.09513408349449333,1.1305812243837756,-0.7055219927025425,1,0,0,20.0
2452,0.43887720641809275,-0.7565399386345758,-0.7056188956410346,4,0,0,6.55
1707,-1.430162308275958,2.7868447349993963,-0.7058138690233022,4,0,0,7.0
1753,0.43887720641809275,-0.43649886642946517,-0.7054986425968817,1,1,0,7.5
1498,-2.4981848881011297,-0.20207387723463888,-0.7056690983682053,4,1,2,0.85
2648,-0.09513408349449333,0.04254350279474495,-0.7057157985795269,1,0,2,16.75
292,0.9728884963306788,0.5241339697275947,-0.7055523478399014,1,1,0,10.95
633,-0.8961510183633721,-0.9817917760783003,-0.7056247331674498,4,1,0,2.45
1054,0.7058828513743858,-1.7365383173772955,-0.7055546828504675,4,0,0,3.23
1878,-0.09513408349449333,0.36615191179195083,-0.7057846813912263,1,1,0,7.75
2860,-1.430162308275958,1.8440485828028121,-0.7057928539282076,4,0,0,9.35
891,-0.3621397284507862,-1.209591711230664,-0.7054449373538618,0,1,0,3.25
1694,-1.964173598188544,1.181543178556564,-0.7058138690233022,4,1,2,5.25
2885,0.17187156146179974,-0.06192850325947097,-0.7055707944233734,1,0,0,7.25
694,0.7058828513743858,-0.37024832600484053,-0.7055820024740906,4,1,0,7.47
2078,0.43887720641809275,0.8757714535198341,-0.7056924484738661,1,0,0,13.25
2126,0.43887720641809275,-0.5052975045627295,-0.7055733629349962,4,1,0,5.81
902,-0.09513408349449333,-0.9817917760783003,-0.7055040131211836,4,1,0,2.6
1916,0.7058828513743858,6.534332035095385,-0.7056223981568838,4,0,0,54.0
2851,1.2398941412869717,0.3992771820042632,-0.7056690983682053,4,0,0,11.5
1180,-1.163156663319665,-1.5117960994752988,-0.7056060530829212,4,1,2,1.6
2310,0.17187156146179974,0.9522143847790167,-0.7055855049899397,1,0,0,17.22
2682,0.17187156146179974,-0.43140267101218627,-0.7056223981568838,4,0,0,6.0
1287,-0.6291453734070791,0.6209616826558925,-0.7057508237380181,4,1,0,3.95
1706,-0.09513408349449333,1.6402007661116589,-0.7056160936283554,1,0,0,17.95
991,-0.09513408349449333,-0.17914099785688434,-0.7054636174383905,1,1,0,3.7
1233,0.43887720641809275,-0.6072214129083061,-0.7055523478399014,4,1,0,5.43
2150,-1.697167953232251,-0.20207387723463888,-0.7056690983682053,4,1,3,1.67
759,-0.6291453734070791,1.665681743198053,-0.7057975239493397,1,1,0,13.49
2651,-0.09513408349449333,-0.7346262983402769,-0.7056317381991482,4,1,0,2.85
242,-0.3621397284507862,-0.05377459059182501,-0.7055724289307698,1,1,0,4.75
106,0.9728884963306788,-0.37024832600484053,-0.7055820024740906,4,1,0,9.9
2563,-0.3621397284507862,8.621988487783659,-0.7058080314968871,4,0,0,37.0
2889,-0.09513408349449333,2.1498203078395424,-0.70555795186526,1,0,0,26.5
1450,0.17187156146179974,1.750533396895746,-0.7056665298565826,1,0,0,23.32
1064,0.43887720641809275,-0.8059730341821805,-0.7055313327448067,1,1,0,6.25
1487,-1.163156663319665,6.555481246077092,-0.705883685839228,4,0,0,30.0
226,0.43887720641809275,-0.05377459059182501,-0.7055602868758261,1,0,0,9.86
655,-0.6291453734070791,0.8273575970556851,-0.7056644283470732,1,0,0,8.5
2813,1.2398941412869717,-1.2850154034063905,-0.7055733629349962,4,1,0,4.23
2796,-0.6291453734070791,-0.8085211318908198,-0.7055507133325052,1,1,0,3.5
405,0.43887720641809275,-0.9828110151617558,-0.7055843374846567,4,1,0,2.5
2335,-0.3621397284507862,-0.47981652747633535,-0.7056130581146195,4,1,0,2.39
2564,-0.3621397284507862,0.38398859575242683,-0.7057204686006591,4,0,0,11.25
523,0.17187156146179974,-0.17914099785688434,-0.7054589474172582,1,1,0,7.11
2643,0.43887720641809275,-0.12817904368409602,-0.7057627322919051,1,1,0,10.9
2483,0.7058828513743858,-0.6072214129083061,-0.7055897080089587,4,1,0,6.2
2145,-0.6291453734070791,0.8757714535198341,-0.7057134635689609,1,1,0,7.9
742,-0.09513408349449333,-0.40235435713369694,-0.7055360027659389,1,1,0,4.42
885,-0.6291453734070791,1.6019793004820677,-0.7057624987908485,1,1,0,13.5
1702,-0.3621397284507862,0.07312067529841802,-0.7055640228927318,1,0,0,6.25
1126,-1.163156663319665,-0.9588588967005455,-0.705599048051223,1,1,2,2.1
1052,0.17187156146179974,3.882526749714345,-0.7057087935478287,1,0,0,45.0
2404,0.7058828513743858,1.579556040646041,-0.7056160936283554,1,0,0,33.66
2384,-0.6291453734070791,-0.47981652747633535,-0.7056130581146195,4,1,2,3.65
1389,-0.3621397284507862,-0.6811162464588489,-0.7055906420131851,4,1,0,2.75
993,0.43887720641809275,1.6402007661116589,-0.7056480832731106,1,0,0,42.5
1632,1.2398941412869717,-0.6056925542831224,-0.7056247331674498,4,1,0,6.5
754,-0.6291453734070791,1.750533396895746,-0.705653220296356,1,0,2,19.0
468,-0.3621397284507862,-0.05173611242491352,-0.7057298086429233,4,0,2,4.45
1603,0.7058828513743858,0.16230409510079755,-0.7056784384104697,1,0,2,23.0
2240,-0.09513408349449333,-0.4306382416995944,-0.7055397387828446,1,1,0,8.35
754,-0.09513408349449333,1.750533396895746,-0.705653220296356,1,0,0,22.95
2512,-0.6291453734070791,-1.2238610583990446,-0.7054720234764283,1,1,0,1.5
615,-0.6291453734070791,1.3280587968033304,-0.705746153716886,4,0,0,6.89
952,-2.2311792431448367,-0.9588588967005455,-0.7056504182836768,1,1,2,1.45
1917,-0.09513408349449333,2.1498203078395424,-0.7055411397891843,1,0,0,33.5
1039,-1.964173598188544,-0.07976518721994695,-0.7057648338014145,4,1,0,1.25
2770,-0.6291453734070791,-0.8085211318908198,-0.7055507133325052,1,1,0,4.2
2846,0.17187156146179974,0.07312067529841802,-0.7055995150533362,1,1,0,6.75
55,-0.09513408349449333,2.4326591534985176,-0.7057624987908485,1,0,0,32.0
1680,0.7058828513743858,-0.5740961426959937,-0.7055663579032979,4,1,0,7.5
1591,-0.6291453734070791,0.5271916869779618,-0.7055448758060899,1,1,0,4.6
36,0.7058828513743858,-0.9575848478462258,-0.7056034845712985,4,1,0,4.04
1722,0.43887720641809275,0.36615191179195083,-0.7057064585372625,1,1,0,10.31
1189,0.9728884963306788,2.0912140605408354,-0.7057695038225468,1,0,0,55.76
1127,-1.163156663319665,-0.9588588967005455,-0.705599048051223,1,1,0,2.6
2066,0.43887720641809275,-0.43649886642946517,-0.7054713229732584,1,1,0,8.5
2814,-1.964173598188544,-0.20207387723463888,-0.7060660501644387,4,1,0,2.95
1380,-0.09513408349449333,-0.17914099785688434,-0.7054636174383905,1,1,0,3.5
368,0.17187156146179974,-0.6811162464588489,-0.7055906420131851,4,1,0,3.55
1380,-0.3621397284507862,-0.17914099785688434,-0.7054636174383905,1,1,0,3.25
65,-1.697167953232251,0.00941823258243261,-0.705657423315375,1,1,0,4.5
2684,-0.09513408349449333,-0.5562594587355177,-0.7056020835649589,1,1,0,5.35
1688,0.7058828513743858,-0.14346762993593237,-0.705658590820658,1,1,2,6.5
2023,0.43887720641809275,-0.43649886642946517,-0.7054986425968817,1,1,0,9.0
494,0.43887720641809275,-0.6064569835957142,-0.7056317381991482,4,1,0,6.0
17,-1.430162308275958,-0.5256822862318447,-0.7057228036112252,4,1,0,2.75
338,-1.163156663319665,-1.0582347073374827,-0.705700854511904,4,1,0,1.5
339,0.17187156146179974,1.750533396895746,-0.7056987530023946,1,0,0,19.9
167,-0.09513408349449333,1.8313080942596152,-0.7057228036112252,4,0,0,10.0
2696,-0.09513408349449333,-0.9828110151617558,-0.7055152211719008,1,1,0,3.0
21,-1.163156663319665,-0.20207387723463888,-0.7056901134633001,4,1,0,2.11
2564,-0.09513408349449333,0.38398859575242683,-0.7057204686006591,4,0,0,11.96
1297,-0.3621397284507862,-0.17914099785688434,-0.7054262572693332,1,1,0,3.25
1591,-0.6291453734070791,0.5271916869779618,-0.7055448758060899,1,1,2,4.75
2699,-0.09513408349449333,-0.5562594587355177,-0.7055883070026191,1,1,0,5.95
1069,0.17187156146179974,0.3992771820042632,-0.7057090270488853,4,1,2,8.15
2106,0.43887720641809275,-0.9843398737869395,-0.7055871394973361,4,0,0,4.22
2089,-1.163156663319665,2.0478963994939656,-0.705791919923981,4,0,0,10.5
1282,-0.6291453734070791,3.594591708638091,-0.7057905189176414,1,0,0,45.0
36,-0.6291453734070791,-0.9575848478462258,-0.7056034845712985,4,1,2,2.9
306,0.7058828513743858,-0.05377459059182501,-0.7057321436534895,4,0,0,8.9
916,0.7058828513743858,1.8302888551761596,-0.705723504114395,4,0,0,26.0
2721,0.9728884963306788,-0.6056925542831224,-0.7056646618481298,4,1,0,8.22
1834,-0.09513408349449333,-0.17914099785688434,-0.7054636174383905,1,1,2,3.5
1485,-2.7651905330574227,-0.9817917760783003,-0.7056247331674498,4,1,2,1.25
2034,-0.3621397284507862,-1.035301827959728,-0.7055749974423924,1,1,0,3.7
2357,0.9728884963306788,1.579556040646041,-0.7056160936283554,1,0,0,39.41
2295,-0.3621397284507862,-0.9833206347034836,-0.705540672787071,4,1,0,2.65
2567,0.17187156146179974,0.07312067529841802,-0.7056221646558272,1,1,2,8.92
1154,-0.3621397284507862,-0.20207387723463888,-0.7056504182836768,1,1,0,4.1
2253,0.7058828513743858,2.12637780892006,-0.7056733013872243,4,0,0,35.67
1105,0.17187156146179974,-0.16894860702232653,-0.7060660501644387,1,1,0,3.6
2557,-1.964173598188544,-1.3283330644532607,-0.7056644283470732,1,1,2,0.85
2618,0.43887720641809275,-0.7346262983402769,-0.7056317381991482,4,1,2,3.32
2746,-0.6291453734070791,-0.8085211318908198,-0.7055507133325052,1,1,0,3.6
190,0.43887720641809275,-0.8059730341821805,-0.7055313327448067,1,1,0,6.8
1118,-0.6291453734070791,-0.9575848478462258,-0.705599048051223,1,1,0,2.5
1433,1.2398941412869717,1.6784222317412503,-0.7058007929641322,1,0,0,19.64
2827,-0.8961510183633721,2.2593885093110377,-0.7057923869260943,1,0,2,7.0
1276,-0.8961510183633721,0.2973532736586866,-0.705659758325941,4,1,0,3.87
2654,0.9728884963306788,-0.6064569835957142,-0.7056317381991482,4,1,0,6.27
2357,0.17187156146179974,1.579556040646041,-0.7056160936283554,1,0,0,18.12
2512,-0.3621397284507862,-1.2238610583990446,-0.7054720234764283,1,1,0,2.65
621,0.17187156146179974,-0.4306382416995944,-0.7055397387828446,1,1,0,7.2
1365,0.17187156146179974,-0.12817904368409602,-0.7057627322919051,1,1,0,14.3
1793,-0.3621397284507862,-0.42987381238700256,-0.7055810684698642,1,1,0,6.9
2910,-0.09513408349449333,-0.09250567576314403,-0.7057671688119806,1,1,0,10.75
2150,-1.964173598188544,-0.20207387723463888,-0.7056690983682053,4,1,3,0.95
758,0.43887720641809275,0.2973532736586866,-0.7056504182836768,4,1,0,8.09
1190,-0.09513408349449333,1.9969344453211773,-0.7056679308629223,1,0,0,18.5
3,0.7058828513743858,-0.9078969425277571,-0.7055056476285798,1,1,0,4.75
2870,0.43887720641809275,-0.43649886642946517,-0.7054101456964272,1,1,0,8.45
1349,-0.6291453734070791,-0.05173611242491352,-0.7055873729983926,1,1,0,3.5
37,-2.2311792431448367,-0.6021252174910272,-0.7057601637802825,1,1,0,1.8
2897,-0.09513408349449333,-0.05173611242491352,-0.7056011495607325,1,1,2,3.7
236,0.7058828513743858,-0.43140267101218627,-0.705629403188582,4,1,0,7.17
2246,-1.163156663319665,-0.9575848478462258,-0.7056034845712985,4,1,0,1.75
382,0.9728884963306788,1.971453468234783,-0.7056835754337151,1,0,0,21.99
1164,0.7058828513743858,1.074523074793709,-0.7057466207189992,1,1,0,18.65
878,-0.8961510183633721,-1.7997311405515528,-0.7056060530829212,4,1,3,1.85
1136,0.7058828513743858,-0.6072214129083061,-0.7055897080089587,4,1,2,5.95
1657,-0.09513408349449333,-0.6021252174910272,-0.7056247331674498,4,1,0,3.75
1064,-0.6291453734070791,-0.8059730341821805,-0.7055313327448067,1,1,0,3.75
2922,-1.697167953232251,0.5241339697275947,-0.7055523478399014,1,1,0,2.6
1494,-2.2311792431448367,-0.20207387723463888,-0.7060660501644387,4,1,0,1.75
2700,-1.163156663319665,-0.6530871716638155,-0.7056690983682053,4,1,0,2.8
2142,0.7058828513743858,3.80073281326702,-0.7057958894419435,1,0,0,61.29
2206,-0.09513408349449333,1.6402007661116589,-0.7056971184949983,1,1,2,18.0
2344,-0.09513408349449333,-0.8075018928073642,-0.7055243277131085,1,1,0,4.35
461,0.43887720641809275,0.5241339697275947,-0.7056067535860912,1,1,0,13.75
114,-1.163156663319665,-1.0072727531646946,-0.7056223981568838,4,1,0,2.0
2668,0.43887720641809275,0.07184662644409838,-0.705607454089261,1,1,0,10.0
501,-1.163156663319665,-0.7550110800093921,-0.7056504182836768,1,1,0,1.65
2325,0.7058828513743858,3.882526749714345,-0.7056796059157527,1,0,0,45.77
2045,-1.163156663319665,-0.6811162464588489,-0.7055906420131851,4,1,2,3.25
1318,0.43887720641809275,-0.09250567576314403,-0.7057671688119806,1,1,0,12.8
507,-3.2992018229700086,-1.1627067133916986,-0.7056620933365071,4,1,3,0.55
1064,0.9728884963306788,-0.8059730341821805,-0.7054029071636724,1,1,0,7.15
1888,-0.3621397284507862,0.36615191179195083,-0.7057846813912263,1,1,2,7.0
2499,0.7058828513743858,-0.8059730341821805,-0.7055301652395237,1,1,0,3.75
712,0.7058828513743858,0.4487102775518678,-0.7056252001695631,4,1,0,8.5
303,-0.6291453734070791,-0.8059730341821805,-0.7055196576919763,1,1,0,4.35
447,0.43887720641809275,-1.4863151223889046,-0.7055350687617125,4,1,0,3.26
2913,-0.8961510183633721,0.3151899576191625,-0.7056690983682053,4,1,0,4.21
1408,0.9728884963306788,3.4595425300802023,-0.7057842143891131,1,0,0,70.36
51,-1.430162308275958,-0.016062744503961557,-0.7056690983682053,1,0,2,2.95
770,-0.6291453734070791,0.3992771820042632,-0.7056667633576393,4,1,0,4.28
42,-1.430162308275958,0.3151899576191625,-0.7056737683893375,4,0,0,3.57
1048,-0.3621397284507862,-0.42885457330354704,-0.7055546828504675,1,1,0,3.11
1675,-0.09513408349449333,-0.17914099785688434,-0.7057157985795269,4,0,0,5.96
2033,-0.8961510183633721,-0.05173611242491352,-0.7055864389941662,1,1,0,4.7
819,-0.09513408349449333,0.2973532736586866,-0.705659758325941,4,1,0,6.9
2499,0.9728884963306788,-0.8059730341821805,-0.7055301652395237,1,1,0,5.25
1362,0.17187156146179974,1.818567605716418,-0.7056345402118274,1,0,0,28.0
2252,-1.430162308275958,-0.9843398737869395,-0.7056247331674498,4,1,0,1.35
2665,0.17187156146179974,-0.43140267101218627,-0.7056410782414124,4,1,0,4.85
2087,-0.6291453734070791,-0.016062744503961557,-0.7057157985795269,1,1,0,6.7
1389,-1.163156663319665,-0.6811162464588489,-0.7055906420131851,4,1,0,3.1
1706,0.17187156146179974,1.6402007661116589,-0.7056160936283554,1,0,0,18.64
590,-0.6291453734070791,-0.6811162464588489,-0.7055906420131851,4,1,0,2.8
1164,0.43887720641809275,1.074523074793709,-0.7057466207189992,1,1,0,20.25
790,0.17187156146179974,1.750533396895746,-0.705653220296356,1,0,0,26.78
612,-1.163156663319665,-0.12817904368409602,-0.7057627322919051,1,1,2,8.26
234,0.17187156146179974,-0.8085211318908198,-0.7056814739242055,4,1,0,3.89
802,-0.8961510183633721,-0.9817917760783003,-0.7055775659540151,4,1,0,2.1
1129,0.7058828513743858,0.2973532736586866,-0.7056457482625446,4,0,0,12.69
583,-0.3621397284507862,-0.9078969425277571,-0.7056690983682053,1,1,0,2.58
754,-0.09513408349449333,1.750533396895746,-0.705653220296356,1,0,0,20.77
763,0.17187156146179974,0.7738475451742575,-0.7056480832731106,1,0,0,20.26
1494,-2.2311792431448367,-0.20207387723463888,-0.7060660501644387,4,1,2,1.5
1154,-0.8961510183633721,-0.20207387723463888,-0.7056504182836768,1,1,0,2.5
2156,-0.09513408349449333,-0.9833206347034836,-0.7055266627236746,4,0,0,4.25
1342,0.7058828513743858,2.4339332023528373,-0.7056480832731106,1,0,0,57.0
1395,0.7058828513743858,2.0912140605408354,-0.7057695038225468,1,0,0,44.0
2815,-0.8961510183633721,-0.05173611242491352,-0.7055864389941662,1,1,0,3.65
360,-0.6291453734070791,-1.7997311405515528,-0.7057391486851877,4,1,0,2.05
1879,-0.6291453734070791,-0.47981652747633535,-0.7056340732097142,4,1,0,3.13
2054,-3.8332131128825946,-0.5740961426959937,-0.7057375141777915,1,1,2,1.5
2762,-0.6291453734070791,-0.7804920570957863,-0.7056457482625446,1,1,0,2.85
633,-0.6291453734070791,-0.9817917760783003,-0.7056247331674498,4,1,0,2.65
2152,0.17187156146179974,0.8757714535198341,-0.7056924484738661,1,1,0,10.6
381,-1.697167953232251,-0.9078969425277571,-0.7056667633576393,1,1,2,1.25
1671,0.9728884963306788,-0.3039977855802155,-0.7056919814717529,4,1,0,8.25
1211,-0.8961510183633721,1.8338561919682543,-0.7057928539282076,4,0,0,4.45
949,-0.6291453734070791,-0.8085211318908198,-0.7056153931251856,1,1,0,3.7
1012,-1.430162308275958,-0.9588588967005455,-0.7056504182836768,1,1,0,2.8
1339,-1.697167953232251,-0.7040491258366038,-0.7056527532942428,4,1,0,1.8
754,-0.09513408349449333,1.750533396895746,-0.705653220296356,1,0,0,21.95
2013,-0.8961510183633721,5.283980489466024,-0.7058437571585481,1,0,0,49.0
145,0.7058828513743858,3.551274047591221,-0.7057216361059422,1,0,0,62.67
1133,-1.697167953232251,-0.9817917760783003,-0.7054519423855601,0,1,0,1.4
33,-0.6291453734070791,-0.39827740079987395,-0.7055289977342406,1,1,0,5.5
2288,-1.430162308275958,-0.6811162464588489,-0.7056702658734884,4,0,3,2.95
2682,0.43887720641809275,-0.43140267101218627,-0.7056223981568838,4,0,0,6.86
1154,0.17187156146179974,-0.8059730341821805,-0.7054776275017869,1,1,0,6.15
2673,-0.8961510183633721,-0.5804663869675922,-0.7056340732097142,4,1,2,3.3
131,-0.8961510183633721,-0.8085211318908198,-0.7056814739242055,4,1,0,2.55
